region,price,type,sqfeet,beds,baths,cats_allowed,dogs_allowed,smoking_allowed,comes_furnished,laundry_options,parking_options,state
philadelphia,1349,apartment,1038,1,1,1,1,1,0,laundry on site,off-street parking,pa
augusta,1245,apartment,1299,2,2,1,1,1,0,w/d hookups,off-street parking,ga
dallas / fort worth,1225,apartment,852,2,1,1,1,1,0,w/d hookups,street parking,tx
cleveland,520,house,1200,2,2,0,0,1,0,w/d hookups,NA,oh
minneapolis / st paul,3895,apartment,1488,2,2,1,1,0,0,w/d in unit,attached garage,mn
louisville,845,apartment,800,1,1,1,1,1,0,NA,NA,ky
greenville / upstate,869,apartment,780,2,1,0,0,1,0,NA,NA,sc
glens falls,2072,apartment,900,1,1,0,0,1,0,w/d in unit,off-street parking,ny
salt lake city,1259,house,1740,3,2,0,0,1,0,NA,NA,ut
inland empire,1843,apartment,709,1,1,1,1,1,0,w/d in unit,carport,ca
minneapolis / st paul,1550,apartment,770,1,1,1,1,1,0,w/d in unit,attached garage,mn
madison,1105,apartment,949,1,1,1,1,1,0,w/d in unit,attached garage,wi
olympic peninsula,684,apartment,653,1,1,1,1,0,0,w/d in unit,off-street parking,wa
baltimore,1797,apartment,1215,3,2.5,0,0,1,0,w/d in unit,NA,md
wichita falls,750,apartment,725,2,1.5,1,1,0,0,laundry on site,off-street parking,tx
anchorage / mat-su,1399,condo,1200,2,1,0,0,1,1,w/d in unit,street parking,ak
asheville,89.691,apartment,1195,2,2,1,1,0,0,w/d in unit,no parking,nc
odessa / midland,1180,apartment,755,1,1,1,1,1,0,laundry on site,off-street parking,tx
oklahoma city,825,apartment,852,2,2,1,1,1,0,w/d in unit,NA,ok
ventura county,2745,apartment,1319,3,2,1,1,1,0,w/d in unit,carport,ca
jacksonville,1300,apartment,996,2,2,0,0,0,0,w/d hookups,attached garage,fl
fort wayne,725,apartment,704,1,1,1,1,1,0,w/d in unit,detached garage,in
toledo,1350,condo,1350,3,1.5,1,1,1,0,w/d hookups,NA,oh
new orleans,1164,apartment,950,2,2,1,1,1,0,laundry on site,NA,la
daytona beach,960,apartment,900,2,1,1,1,1,0,laundry on site,off-street parking,fl
ventura county,3000,apartment,1395,3,2,1,1,1,0,w/d in unit,attached garage,ca
seattle-tacoma,3484,apartment,1051,2,2,1,1,0,0,w/d in unit,attached garage,wa
raleigh / durham / CH,960,apartment,858,2,1,1,1,1,0,w/d hookups,NA,nc
harrisburg,1305,apartment,1015,2,2,1,1,1,0,NA,NA,pa
inland empire,1870,apartment,987,2,2,1,1,1,0,w/d in unit,carport,ca
savannah / hinesville,1930,apartment,406,1,0,1,1,1,0,NA,NA,ga
minneapolis / st paul,2600,townhouse,2600,3,2.5,1,1,0,0,w/d in unit,attached garage,mn
los angeles,2784,apartment,1100,2,2,1,1,1,0,w/d in unit,off-street parking,ca
fresno / madera,1425,apartment,1136,3,2,1,1,1,0,w/d hookups,attached garage,ca
mobile,768,apartment,950,2,1,1,1,1,0,NA,no parking,al
topeka,665,apartment,925,2,2,1,1,1,0,laundry on site,carport,ks
southern maryland,1475,apartment,985,2,1,1,1,0,0,NA,off-street parking,md
orlando,1025,apartment,875,2,2,1,1,1,0,w/d hookups,NA,fl
reno / tahoe,265,apartment,190,1,1,0,0,0,0,laundry on site,off-street parking,ca
florence,685,house,1200,4,1,0,0,1,0,w/d hookups,off-street parking,sc
"washington, DC",1200,apartment,680,1,1,0,0,0,0,no laundry on site,street parking,dc
pittsburgh,885,apartment,970,1,1,1,0,1,0,laundry on site,off-street parking,pa
greensboro,955,apartment,1000,3,2,1,1,1,0,NA,NA,nc
oklahoma city,640,apartment,720,1,1,1,1,1,0,NA,NA,ok
battle creek,1032,townhouse,1400,3,1.5,1,1,1,0,w/d hookups,off-street parking,mi
eugene,1271,apartment,943,2,1,1,1,1,0,w/d in unit,attached garage,or
jackson,930,apartment,910,1,0,1,1,1,0,NA,NA,tn
fredericksburg,1154,apartment,882,2,1,1,1,0,0,w/d in unit,street parking,va
eastern NC,550,apartment,700,1,1,1,1,1,0,laundry on site,off-street parking,nc
spokane / coeur d'alene,840,apartment,560,1,1,1,1,0,0,laundry in bldg,NA,id
central NJ,2800,apartment,1185,2,2,0,0,1,0,w/d in unit,NA,nj
seattle-tacoma,2000,apartment,887,2,1,1,1,1,0,w/d in unit,off-street parking,wa
boise,2100,house,2152,5,2.5,0,0,0,0,w/d hookups,attached garage,id
hattiesburg,745,apartment,756,1,1,1,1,1,0,w/d in unit,NA,ms
waco,655,apartment,751,1,1,0,0,1,0,NA,NA,tx
madison,900,apartment,920,1,1,0,0,1,0,laundry on site,off-street parking,wi
charleston,1350,apartment,1176,2,2,1,1,1,0,w/d in unit,NA,sc
augusta,502,house,1625,3,2,0,0,1,0,NA,NA,ga
rapid city / west SD,735,apartment,1348,2,2,1,1,0,1,NA,NA,sd
pensacola,895,house,912,2,1,1,1,1,0,w/d hookups,NA,fl
jackson,695,apartment,939,2,1.5,0,0,1,0,laundry on site,off-street parking,ms
wichita falls,775,apartment,584,1,1,1,1,1,0,laundry on site,carport,tx
fayetteville,790,apartment,1035,2,2,1,1,1,0,w/d hookups,NA,nc
orlando,974,apartment,602,2,2,1,1,1,0,laundry on site,street parking,fl
ventura county,2280,apartment,962,2,2,1,1,1,0,w/d in unit,carport,ca
monterey bay,1600,apartment,650,1,1,1,1,1,0,laundry on site,NA,ca
raleigh / durham / CH,1925,apartment,1790,3,2.5,1,1,1,0,w/d in unit,attached garage,nc
nashville,1299,apartment,1250,3,2,1,1,1,0,w/d in unit,off-street parking,tn
jacksonville,455,apartment,502,1,1,1,1,1,0,w/d hookups,NA,nc
lincoln,890,apartment,950,2,2,1,1,1,0,laundry in bldg,off-street parking,ne
central NJ,2534,apartment,1083,2,2,0,0,0,0,w/d in unit,off-street parking,nj
ventura county,2345,apartment,1047,2,2,1,1,1,0,w/d in unit,carport,ca
huntsville / decatur,995,apartment,1470,3,2,1,1,1,0,w/d hookups,off-street parking,al
galveston,1109,apartment,903,2,1,1,1,1,0,w/d in unit,carport,tx
manhattan,735,apartment,800,2,1,1,1,1,0,laundry in bldg,off-street parking,ks
delaware,1120,apartment,700,1,1,1,1,1,0,laundry on site,NA,de
north mississippi,955,apartment,970,2,2,1,1,1,0,NA,NA,ms
salt lake city,1168,apartment,828,2,1,1,1,1,0,w/d hookups,carport,ut
reno / tahoe,982,apartment,891,2,1,1,1,0,0,w/d in unit,carport,ca
lakeland,989,apartment,910,1,1,1,1,1,0,w/d in unit,detached garage,fl
ventura county,2619,apartment,1267,3,2,1,1,1,0,NA,NA,ca
evansville,1180,apartment,1329,2,2.5,0,0,1,0,NA,NA,in
jackson,615,apartment,641,1,1,0,0,1,0,laundry on site,off-street parking,ms
san marcos,1114,apartment,896,2,0,1,1,1,0,NA,NA,tx
dallas / fort worth,825,apartment,770,1,1,1,1,1,0,w/d in unit,NA,tx
morgantown,1600,apartment,1800,3,3,1,1,1,0,w/d hookups,attached garage,wv
south bend / michiana,629,apartment,549,1,1,0,0,1,0,NA,NA,in
dallas / fort worth,1570,apartment,1239,2,2,0,0,1,0,NA,NA,tx
worcester / central MA,1510,apartment,615,1,1,1,1,1,0,w/d in unit,off-street parking,ma
myrtle beach,1204,apartment,1049,2,2,1,1,1,0,w/d in unit,NA,sc
houston,810,apartment,891,1,1.5,0,0,1,0,NA,NA,tx
inland empire,1765,apartment,1100,2,2,1,1,1,0,NA,NA,ca
southern illinois,880,townhouse,1705,4,2.5,1,1,1,0,NA,NA,il
omaha / council bluffs,1000,apartment,650,1,1,1,1,0,0,w/d in unit,off-street parking,ia
southern maryland,1375,apartment,924,2,1,1,1,1,0,w/d in unit,NA,md
cleveland,860,apartment,800,2,1,1,1,1,0,laundry in bldg,off-street parking,oh
erie,750,house,1200,3,2,0,0,1,0,w/d hookups,off-street parking,pa
columbia,899,apartment,883,2,2,1,1,1,0,w/d hookups,off-street parking,sc
pittsburgh,1850,apartment,750,2,1,0,0,0,0,w/d in unit,off-street parking,pa
harrisburg,1145,apartment,763,1,1,1,1,0,0,w/d in unit,NA,pa
shreveport,675,apartment,1080,2,2,0,0,1,0,laundry on site,off-street parking,la
saginaw-midland-baycity,1055,apartment,1050,3,2,1,1,1,0,laundry in bldg,carport,mi
mason city,800,house,864,2,2,0,0,1,0,w/d in unit,detached garage,ia
fort collins / north CO,1370,apartment,1096,2,2,0,0,1,0,NA,NA,co
huntsville / decatur,855,apartment,792,1,1,1,1,0,0,w/d hookups,off-street parking,al
lexington,799,apartment,826,2,1,1,1,1,0,w/d hookups,NA,ky
san marcos,1095,apartment,1040,2,2,1,1,1,0,w/d hookups,NA,tx
omaha / council bluffs,820,apartment,1000,2,2,1,1,0,0,laundry in bldg,off-street parking,ia
greensboro,768,apartment,756,1,1,1,1,1,0,w/d in unit,off-street parking,nc
sacramento,1340,apartment,656,1,0,1,1,1,0,NA,NA,ca
lehigh valley,1200,apartment,795,2,1,0,0,1,0,NA,NA,pa
provo / orem,1664,apartment,1439,3,2.5,0,0,1,0,NA,NA,ut
okaloosa / walton,895,apartment,950,2,1,0,0,1,0,w/d hookups,NA,fl
savannah / hinesville,1349,apartment,1430,4,3,1,1,1,0,w/d hookups,NA,ga
frederick,1765,apartment,1128,2,2,1,1,0,0,w/d in unit,attached garage,md
norfolk / hampton roads,1225,apartment,1180,2,2,1,1,1,0,w/d in unit,NA,va
sacramento,1709,apartment,945,1,1,1,1,1,0,w/d in unit,carport,ca
killeen / temple / ft hood,800,house,1491,3,2,1,1,1,0,w/d in unit,attached garage,tx
treasure coast,1600,apartment,550,1,1,0,0,1,1,laundry in bldg,off-street parking,fl
lincoln,980,apartment,996,2,1,1,0,1,0,laundry in bldg,detached garage,ne
pensacola,1479,apartment,1359,3,2,1,1,0,0,w/d in unit,off-street parking,fl
baton rouge,929,apartment,840,1,1,1,1,0,0,w/d in unit,NA,la
greensboro,845,apartment,950,2,2,0,0,1,0,NA,NA,nc
inland empire,2191,apartment,1481,2,2,0,0,1,0,NA,NA,ca
sioux city,635,apartment,496,1,1,0,0,1,0,NA,NA,ia
san diego,1450,apartment,680,1,1,0,0,1,0,laundry on site,carport,ca
gulfport / biloxi,760,apartment,782,1,1,1,1,1,0,NA,NA,ms
new hampshire,2400,apartment,1000,2,2,0,0,0,0,laundry on site,off-street parking,nh
space coast,1025,apartment,1000,2,2,1,1,1,0,w/d in unit,NA,fl
tuscarawas co,1250,apartment,2066,3,2.5,1,1,1,0,NA,NA,oh
lehigh valley,616,house,1480,3,1,0,0,1,0,NA,NA,pa
austin,1145,apartment,847,2,1,1,1,1,0,NA,NA,tx
lexington,829,apartment,825,2,1,1,1,1,0,w/d hookups,off-street parking,ky
boston,1895,apartment,1300,3,1,0,0,1,0,w/d in unit,off-street parking,ma
fayetteville,750,townhouse,1000,2,1,0,0,1,0,w/d in unit,off-street parking,ar
rochester,1345,apartment,760,1,1,1,1,1,0,w/d in unit,attached garage,mn
orange county,1549,apartment,600,1,1,0,0,1,0,NA,NA,ca
tucson,1015,apartment,815,2,2,1,1,0,1,w/d in unit,carport,az
portland,1860,apartment,810,1,1,1,1,0,0,w/d in unit,attached garage,or
pueblo,950,house,1400,2,1,1,1,1,1,laundry on site,carport,co
savannah / hinesville,825,apartment,1000,2,2,0,0,1,0,w/d hookups,NA,ga
clarksville,750,townhouse,940,2,1.5,0,0,1,0,w/d in unit,NA,tn
st cloud,1394,loft,962,2,1,0,0,1,0,laundry in bldg,off-street parking,mn
sarasota-bradenton,1175,apartment,840,1,1,0,0,1,0,NA,NA,fl
south jersey,1480,apartment,967,1,1,1,1,0,0,w/d in unit,off-street parking,nj
cleveland,700,apartment,800,2,1,0,0,1,0,laundry in bldg,detached garage,oh
baltimore,1353,apartment,711,1,1,0,0,1,0,NA,NA,md
sacramento,1290,apartment,664,1,1,1,1,0,0,w/d in unit,carport,ca
yakima,1200,apartment,850,2,1,0,0,0,0,laundry in bldg,carport,wa
des moines,850,apartment,700,1,1,1,1,1,0,w/d in unit,detached garage,ia
macon / warner robins,799,apartment,1015,2,1.5,0,0,1,0,NA,NA,ga
tallahassee,1470,apartment,1124,2,2,1,1,1,0,w/d in unit,attached garage,fl
flagstaff / sedona,1552,apartment,857,2,2,1,1,1,0,laundry on site,carport,az
phoenix,1089,apartment,771,1,1,0,0,1,0,NA,NA,az
san diego,3500,house,1900,2,2,0,0,0,0,w/d in unit,detached garage,ca
bloomington-normal,575,apartment,800,1,1,0,0,0,1,laundry in bldg,off-street parking,il
athens,990,apartment,1238,3,2,1,1,1,0,w/d hookups,off-street parking,ga
los angeles,2850,condo,1562,4,3,0,0,1,0,w/d in unit,off-street parking,ca
southern WV,1150,house,1400,3,2,0,0,0,0,w/d in unit,NA,wv
fresno / madera,1320,apartment,1102,2,2,1,1,0,0,w/d in unit,detached garage,ca
omaha / council bluffs,759,apartment,875,2,1,1,1,1,0,laundry on site,NA,ia
savannah / hinesville,905,apartment,1132,2,2,1,1,1,0,w/d hookups,detached garage,ga
des moines,1259,apartment,727,1,1,1,1,0,0,w/d in unit,attached garage,ia
space coast,1075,house,1014,3,2,1,1,0,0,w/d hookups,carport,fl
wichita falls,800,apartment,725,2,1.5,1,1,0,0,laundry on site,off-street parking,tx
albuquerque,850,apartment,750,2,1,1,0,0,0,laundry on site,off-street parking,nm
odessa / midland,1400,apartment,1000,2,1.5,1,1,1,0,laundry on site,off-street parking,tx
columbus,1145,apartment,888,2,2,1,1,0,1,w/d in unit,NA,ga
florida keys,2448,apartment,768,2,1,1,1,1,0,laundry on site,off-street parking,fl
fort wayne,595,duplex,768,1,1,1,1,0,0,laundry in bldg,NA,in
albany,1675,apartment,1422,3,2,1,1,0,0,w/d in unit,off-street parking,ny
missoula,1100,cottage/cabin,500,1,1,0,1,0,1,no laundry on site,street parking,mt
portland,1999,apartment,939,2,2,1,1,0,0,w/d in unit,attached garage,or
omaha / council bluffs,1320,apartment,1224,2,2,1,1,1,0,w/d in unit,off-street parking,ia
beaumont / port arthur,905,apartment,902,2,1,0,0,1,0,NA,NA,tx
inland empire,1580,apartment,815,2,1,1,1,1,0,w/d in unit,NA,ca
eugene,919,apartment,346,0,1,0,0,1,0,NA,attached garage,or
valdosta,980,apartment,633,1,1,1,1,1,0,NA,no parking,ga
wilmington,925,house,950,3,1,0,0,1,0,w/d hookups,off-street parking,nc
logan,1169,apartment,983,2,2,1,1,0,0,w/d in unit,NA,ut
chico,1500,apartment,992,2,2,1,1,1,0,w/d in unit,off-street parking,ca
atlanta,1235,apartment,1090,2,1,1,1,1,0,w/d hookups,off-street parking,ga
college station,389,apartment,1107,4,2,1,1,0,1,w/d in unit,carport,tx
high rockies,800,cottage/cabin,345,2,1,0,1,0,1,no laundry on site,street parking,co
las vegas,1138,apartment,1115,2,2,0,0,1,0,NA,NA,nv
cape cod / islands,2250,townhouse,2300,1,2,1,0,0,0,w/d in unit,attached garage,ma
topeka,690,apartment,869,2,1,1,1,1,0,laundry in bldg,off-street parking,ks
mohave county,712,apartment,642,1,1,1,1,1,0,w/d in unit,carport,az
odessa / midland,997,apartment,875,2,1,1,1,1,0,laundry on site,off-street parking,tx
fayetteville,1035,apartment,1379,3,2,1,1,1,0,w/d hookups,NA,nc
new haven,1725,apartment,866,1,1,1,1,0,0,w/d in unit,NA,ct
wilmington,1250,house,1076,3,2,0,1,1,0,NA,NA,nc
raleigh / durham / CH,1479,apartment,1327,3,2,1,1,1,0,w/d in unit,off-street parking,nc
ithaca,1430,apartment,1025,2,1,1,1,0,0,NA,off-street parking,ny
wichita,523,apartment,625,1,1,1,1,0,0,NA,NA,ks
sioux falls / SE SD,802,apartment,1242,2,2,1,1,0,0,w/d in unit,detached garage,sd
inland empire,2295,apartment,1181,3,2,1,1,1,0,w/d in unit,carport,ca
gulfport / biloxi,645,apartment,700,1,1,1,1,1,0,w/d in unit,off-street parking,ms
philadelphia,1146,apartment,802,2,1,0,0,1,0,NA,NA,pa
north jersey,2793,apartment,2793,1,1,1,1,0,0,w/d in unit,attached garage,nj
seattle-tacoma,1815,apartment,975,2,2,1,1,1,0,w/d in unit,NA,wa
tallahassee,781,apartment,809,1,1,1,1,1,0,w/d hookups,off-street parking,fl
detroit metro,1050,townhouse,1050,2,1.5,1,1,1,0,w/d hookups,carport,mi
charleston,1899,apartment,1307,2,2.5,1,1,0,0,w/d in unit,attached garage,sc
denver,1695,apartment,1207,3,1.5,1,0,0,0,laundry in bldg,off-street parking,co
dayton / springfield,985,apartment,890,2,1,1,1,1,0,w/d in unit,street parking,oh
tallahassee,785,apartment,1280,2,2,1,1,1,0,laundry on site,off-street parking,fl
bellingham,1500,apartment,550,1,0,0,0,1,0,NA,NA,wa
oklahoma city,949,house,1400,3,2,1,1,1,0,w/d hookups,attached garage,ok
jacksonville,984,apartment,780,1,1,1,1,1,0,w/d in unit,NA,fl
sierra vista,590,apartment,676,1,1,1,1,1,0,laundry on site,carport,az
richmond,1300,house,1400,3,2,0,1,1,0,w/d hookups,attached garage,va
greenville / upstate,1150,apartment,681,1,1,1,1,1,0,w/d in unit,NA,sc
new haven,1295,apartment,1222,2,1,0,0,0,0,laundry in bldg,off-street parking,ct
baton rouge,999,apartment,1250,2,2,1,1,1,0,w/d hookups,off-street parking,la
wyoming,475,apartment,402,1,1,0,1,0,1,w/d in unit,off-street parking,wy
stockton,1720,apartment,932,2,2,1,1,1,0,w/d hookups,attached garage,ca
austin,1295,apartment,948,2,2,0,0,1,0,NA,NA,tx
tyler / east TX,1335,manufactured,1568,4,2,1,1,1,0,w/d hookups,off-street parking,tx
omaha / council bluffs,700,apartment,875,2,1,1,1,1,0,laundry in bldg,detached garage,ia
fayetteville,895,apartment,827,1,1,1,1,1,0,w/d hookups,NA,nc
manhattan,860,apartment,1088,2,2,0,0,1,0,NA,NA,ks
greensboro,795,apartment,1340,2,0,1,1,1,0,NA,NA,nc
port huron,1300,house,1184,3,1,0,0,1,0,NA,NA,mi
lubbock,915,apartment,935,1,1,1,1,1,0,w/d hookups,attached garage,tx
toledo,619,apartment,932,2,1,1,1,1,0,w/d hookups,off-street parking,oh
odessa / midland,1870,townhouse,1513,2,2.5,1,1,0,0,w/d hookups,attached garage,tx
grand rapids,479,apartment,2000,4,4.5,0,0,1,0,NA,NA,mi
ann arbor,1029,apartment,1075,2,2,1,1,1,0,w/d in unit,detached garage,mi
columbus,1070,apartment,1045,2,2,1,1,1,0,w/d hookups,attached garage,oh
gulfport / biloxi,815,apartment,1176,2,2,1,1,1,0,w/d hookups,NA,ms
corpus christi,749,apartment,603,1,1,1,1,0,0,laundry on site,off-street parking,tx
evansville,899,apartment,1050,2,2,0,0,1,0,NA,NA,in
hilton head,1535,apartment,1531,3,2,1,1,1,0,w/d hookups,off-street parking,sc
wichita falls,790,apartment,878,1,1.5,1,1,1,0,w/d hookups,carport,tx
annapolis,1625,apartment,1020,2,1,1,1,0,0,laundry in bldg,off-street parking,md
ithaca,1414,apartment,850,2,1,1,1,1,0,w/d in unit,off-street parking,ny
tallahassee,1350,apartment,1209,3,2,1,1,1,0,NA,NA,fl
memphis,749,apartment,805,1,1,1,1,1,0,w/d hookups,NA,tn
las cruces,850,manufactured,1344,3,2,0,1,1,0,w/d hookups,off-street parking,nm
tyler / east TX,913,apartment,812,1,1,1,1,1,0,w/d hookups,off-street parking,tx
monterey bay,4000,house,3160,4,3.5,1,1,0,1,w/d in unit,detached garage,ca
baltimore,1304,apartment,1097,3,2,1,1,1,0,NA,NA,md
fredericksburg,1299,apartment,1309,3,2.5,1,1,1,0,w/d hookups,NA,va
terre haute,385,apartment,250,0,1,0,0,0,0,no laundry on site,off-street parking,in
topeka,950,house,1695,4,2.5,1,1,1,0,NA,NA,ks
buffalo,1195,house,800,0,1,0,0,1,0,w/d in unit,attached garage,ny
new haven,1250,townhouse,1086,2,1.5,1,1,0,0,w/d hookups,off-street parking,ct
jackson,666,apartment,700,1,1,1,1,1,0,w/d hookups,carport,ms
iowa city,1100,apartment,1200,2,1,0,0,0,0,laundry on site,NA,ia
orange county,2355,apartment,1200,2,2,1,0,1,0,laundry on site,detached garage,ca
sioux falls / SE SD,880,apartment,1121,2,2,1,1,1,0,NA,NA,sd
salt lake city,1023,apartment,860,2,2,1,1,1,0,w/d in unit,carport,ut
kennewick-pasco-richland,1900,house,2500,4,2.5,0,0,1,0,w/d hookups,attached garage,wa
gainesville,1639,apartment,1524,3,2,1,1,0,0,w/d in unit,attached garage,fl
jacksonville,824,apartment,750,1,1,1,1,1,0,w/d in unit,no parking,fl
new hampshire,2550,apartment,1757,3,2,1,1,1,0,w/d in unit,off-street parking,nh
savannah / hinesville,1299,apartment,1441,3,2,1,1,1,0,w/d hookups,NA,ga
jacksonville,1190,apartment,880,2,2,1,1,1,0,w/d in unit,off-street parking,fl
sacramento,1150,apartment,850,2,1,1,0,1,0,laundry on site,off-street parking,ca
lincoln,905,apartment,950,2,2,1,1,1,0,laundry in bldg,off-street parking,ne
harrisburg,460,house,1460,3,2,0,1,1,0,NA,attached garage,pa
charlotte,1505,apartment,760,1,1,1,1,0,0,NA,NA,nc
savannah / hinesville,675,apartment,900,3,2,0,0,1,0,NA,NA,ga
scranton / wilkes-barre,795,apartment,700,1,1,0,0,0,0,laundry in bldg,off-street parking,pa
fresno / madera,1429,townhouse,1470,3,2.5,1,1,0,0,laundry on site,carport,ca
south jersey,1650,house,1575,3,2,0,0,1,0,w/d in unit,off-street parking,nj
fresno / madera,825,apartment,759,2,1,1,0,1,0,laundry on site,carport,ca
fredericksburg,1199,apartment,1093,2,2.5,1,1,1,0,w/d hookups,NA,va
houston,1225,apartment,662,1,1,1,1,1,0,w/d hookups,carport,tx
harrisburg,975,townhouse,1463,3,2.5,1,1,1,0,NA,NA,pa
albany,1360,apartment,1239,2,2,1,1,1,0,NA,NA,ny
stockton,1675,apartment,775,1,1,0,0,1,0,NA,NA,ca
lincoln,1255,apartment,1171,3,2,1,1,1,0,NA,NA,ne
austin,1959,apartment,858,1,1,1,1,1,0,w/d in unit,attached garage,tx
indianapolis,725,apartment,880,2,1.5,0,0,1,0,NA,NA,in
western massachusetts,1400,house,1297,2,1.5,0,0,0,0,w/d in unit,off-street parking,ma
tallahassee,1109,apartment,1312,4,4,1,1,0,0,w/d hookups,NA,fl
asheville,1260,apartment,1096,2,2,1,1,0,0,w/d hookups,off-street parking,nc
boston,1895,apartment,1275,3,2,0,0,1,0,w/d in unit,off-street parking,ma
raleigh / durham / CH,975,apartment,810,1,1,1,1,1,0,w/d in unit,off-street parking,nc
elko,1415,apartment,1044,2,2.5,1,1,1,1,NA,off-street parking,nv
san luis obispo,2600,condo,1650,3,3,0,0,0,0,w/d in unit,attached garage,ca
des moines,980,apartment,908,2,2,1,1,0,0,w/d in unit,off-street parking,ia
baltimore,1324,townhouse,892,2,1.5,1,0,1,0,w/d in unit,off-street parking,md
amarillo,615,apartment,364,0,1,1,1,0,1,laundry on site,NA,tx
charlottesville,1900,apartment,850,2,2,0,0,1,0,w/d in unit,attached garage,va
panama city,1579,apartment,1260,3,2,1,1,0,1,w/d in unit,off-street parking,fl
jacksonville,1100,apartment,1000,2,2,0,0,1,0,NA,off-street parking,fl
SF bay area,2452,apartment,632,1,1,1,1,0,0,w/d in unit,off-street parking,ca
frederick,1270,apartment,1035,2,1,1,1,1,0,w/d in unit,NA,md
akron / canton,1010,apartment,1169,2,2,1,1,1,0,w/d in unit,off-street parking,oh
los angeles,3636,apartment,855,1,1,0,0,1,1,NA,NA,ca
fayetteville,1000,condo,1213,2,2.5,1,1,0,0,w/d in unit,attached garage,ar
louisville,900,apartment,1125,3,1,0,0,1,0,w/d hookups,detached garage,ky
jackson,815,apartment,1275,3,2,0,0,1,0,NA,NA,ms
